block_id,model_category,shape_family,support_class,shape_description,geometry_details,average_color_hex,average_color_r,average_color_g,average_color_b,average_alpha_coverage,face_color_summary,different_faces,tint_policy,material_tags,model_count,blockstate_model_ref_count,rotated_by_blockstate,model_sources,parent_models,texture_sources,confidence,notes
minecraft:small_dripleaf,irregular_self_supporting,irregular_model,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/small_dripleaf_bottom -> 2 elements: [0.2813,0,0.5]-[0.7188,1,0.5] + [0.2813,0,0.5]-[0.7188,1,0.5] | minecraft:block/small_dripleaf_top -> 8 elements: [0.5,0.1875,0.5]-[0.9375,0.1875,0.9375] + [0.0625,0.5013,0.0625]-[0.5,0.5013,0.5] + [0.0625,0.7513,0.5]-[0.5,0.7513,0.9375] + [0.5,0.125,0.5]-[0.9375,0.1875,0.9375] + [0.0625,0.4388,0.0625]-[0.5,0.5013,0.5] + [0.0625,0.6888,0.5]-[0.5,0.7513,0.9375] plus 2 more cuboids/planes. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#637C2E,99,124,46,1.000,,,none,,2,8,yes,minecraft:block/small_dripleaf_bottom;minecraft:block/small_dripleaf_top,block,minecraft:block/small_dripleaf_side;minecraft:block/small_dripleaf_stem_bottom;minecraft:block/small_dripleaf_stem_top;minecraft:block/small_dripleaf_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:smithing_table,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#3E2B30,62,43,48,1.000,down=#421C18;up=#3B3C49;north=#3F2A2D;south=#3F2A2D;west=#3E272A;east=#3E272A,down=#421C18;up=#3B3C49,none,dark,1,1,no,minecraft:block/smithing_table,block;cube,minecraft:block/smithing_table_bottom;minecraft:block/smithing_table_front;minecraft:block/smithing_table_side;minecraft:block/smithing_table_top,medium,
minecraft:smoker,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#6B625A,107,98,90,1.000,down=#6F6D6C;up=#5D5B5A;north=#635649;south=#6B6156;west=#6B6156;east=#6B6156,down=#6F6D6C;up=#5D5B5A;north=#635649,none,neutral,2,8,yes,minecraft:block/smoker;minecraft:block/smoker_on,block;cube;orientable_with_bottom,minecraft:block/smoker_bottom;minecraft:block/smoker_front;minecraft:block/smoker_front_on;minecraft:block/smoker_side;minecraft:block/smoker_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:smooth_basalt,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#4B4B4F,75,75,79,1.000,down=#4B4B4F;up=#4B4B4F;north=#4B4B4F;south=#4B4B4F;west=#4B4B4F;east=#4B4B4F,,none,stone;neutral,1,1,no,minecraft:block/smooth_basalt,block;cube;cube_all,minecraft:block/smooth_basalt,medium,
minecraft:smooth_quartz,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#EDE6E0,237,230,224,1.000,down=#EDE6E0;up=#EDE6E0;north=#EDE6E0;south=#EDE6E0;west=#EDE6E0;east=#EDE6E0,,none,light;neutral,1,1,no,minecraft:block/smooth_quartz,block;cube;cube_all,minecraft:block/quartz_block_bottom,medium,
minecraft:smooth_quartz_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#EDE6E0,237,230,224,1.000,,,none,architectural_shape;light;neutral,3,3,no,minecraft:block/smooth_quartz;minecraft:block/smooth_quartz_slab;minecraft:block/smooth_quartz_slab_top,block;cube;cube_all;slab;slab_top,minecraft:block/quartz_block_bottom,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:smooth_quartz_stairs,stairs,stairs,self_supporting_geometry,"Step-shaped block: half-block base plus one or more quarter/half prisms; straight, inner-corner, and outer-corner variants.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Stairs are a full 1x1x1 cube with step-shaped upper/lower half removed. For half=bottom, shape=straight occupies a full bottom half [0,0,0]-[1,0.5,1] plus one upper half-prism [0.5,0.5,0]-[1,1,1] in the canonical east-facing model, so the side profile is an L and the missing volume is a 0.5x0.5x1 prism; facing rotates that prism to north/east/south/west. half=top mirrors the geometry vertically, putting the full half at y=0.5..1 and the step/void in y=0..0.5. shape=inner_left/inner_right occupies the full lower (or upper, for half=top) half plus an L-shaped pair of 0.5x0.5x1 and 0.5x0.5x0.5 upper/lower prisms, leaving exactly one 0.5x0.5x0.5 corner void; left/right chooses the corner after the facing rotation. shape=outer_left/outer_right occupies the full half plus only one 0.5x0.5x0.5 corner prism in the opposite half, leaving the other three corner quarters empty; left/right chooses the retained corner after facing rotation.",#EDE6E0,237,230,224,1.000,,,none,architectural_shape;light;neutral,3,40,yes,minecraft:block/smooth_quartz_stairs;minecraft:block/smooth_quartz_stairs_inner;minecraft:block/smooth_quartz_stairs_outer,block;inner_stairs;outer_stairs;stairs,minecraft:block/quartz_block_bottom,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:smooth_red_sandstone,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#B66220,182,98,32,1.000,down=#B66220;up=#B66220;north=#B66220;south=#B66220;west=#B66220;east=#B66220,,none,stone,1,1,no,minecraft:block/smooth_red_sandstone,block;cube;cube_all,minecraft:block/red_sandstone_top,medium,
minecraft:smooth_red_sandstone_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#B66220,182,98,32,1.000,,,none,stone;architectural_shape,3,3,no,minecraft:block/smooth_red_sandstone;minecraft:block/smooth_red_sandstone_slab;minecraft:block/smooth_red_sandstone_slab_top,block;cube;cube_all;slab;slab_top,minecraft:block/red_sandstone_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:smooth_red_sandstone_stairs,stairs,stairs,self_supporting_geometry,"Step-shaped block: half-block base plus one or more quarter/half prisms; straight, inner-corner, and outer-corner variants.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Stairs are a full 1x1x1 cube with step-shaped upper/lower half removed. For half=bottom, shape=straight occupies a full bottom half [0,0,0]-[1,0.5,1] plus one upper half-prism [0.5,0.5,0]-[1,1,1] in the canonical east-facing model, so the side profile is an L and the missing volume is a 0.5x0.5x1 prism; facing rotates that prism to north/east/south/west. half=top mirrors the geometry vertically, putting the full half at y=0.5..1 and the step/void in y=0..0.5. shape=inner_left/inner_right occupies the full lower (or upper, for half=top) half plus an L-shaped pair of 0.5x0.5x1 and 0.5x0.5x0.5 upper/lower prisms, leaving exactly one 0.5x0.5x0.5 corner void; left/right chooses the corner after the facing rotation. shape=outer_left/outer_right occupies the full half plus only one 0.5x0.5x0.5 corner prism in the opposite half, leaving the other three corner quarters empty; left/right chooses the retained corner after facing rotation.",#B66220,182,98,32,1.000,,,none,stone;architectural_shape,3,40,yes,minecraft:block/smooth_red_sandstone_stairs;minecraft:block/smooth_red_sandstone_stairs_inner;minecraft:block/smooth_red_sandstone_stairs_outer,block;inner_stairs;outer_stairs;stairs,minecraft:block/red_sandstone_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:smooth_sandstone,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#E0D6AB,224,214,171,1.000,down=#E0D6AB;up=#E0D6AB;north=#E0D6AB;south=#E0D6AB;west=#E0D6AB;east=#E0D6AB,,none,stone;light,1,1,no,minecraft:block/smooth_sandstone,block;cube;cube_all,minecraft:block/sandstone_top,medium,
minecraft:smooth_sandstone_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#E0D6AB,224,214,171,1.000,,,none,stone;architectural_shape;light,3,3,no,minecraft:block/smooth_sandstone;minecraft:block/smooth_sandstone_slab;minecraft:block/smooth_sandstone_slab_top,block;cube;cube_all;slab;slab_top,minecraft:block/sandstone_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:smooth_sandstone_stairs,stairs,stairs,self_supporting_geometry,"Step-shaped block: half-block base plus one or more quarter/half prisms; straight, inner-corner, and outer-corner variants.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Stairs are a full 1x1x1 cube with step-shaped upper/lower half removed. For half=bottom, shape=straight occupies a full bottom half [0,0,0]-[1,0.5,1] plus one upper half-prism [0.5,0.5,0]-[1,1,1] in the canonical east-facing model, so the side profile is an L and the missing volume is a 0.5x0.5x1 prism; facing rotates that prism to north/east/south/west. half=top mirrors the geometry vertically, putting the full half at y=0.5..1 and the step/void in y=0..0.5. shape=inner_left/inner_right occupies the full lower (or upper, for half=top) half plus an L-shaped pair of 0.5x0.5x1 and 0.5x0.5x0.5 upper/lower prisms, leaving exactly one 0.5x0.5x0.5 corner void; left/right chooses the corner after the facing rotation. shape=outer_left/outer_right occupies the full half plus only one 0.5x0.5x0.5 corner prism in the opposite half, leaving the other three corner quarters empty; left/right chooses the retained corner after facing rotation.",#E0D6AB,224,214,171,1.000,,,none,stone;architectural_shape;light,3,40,yes,minecraft:block/smooth_sandstone_stairs;minecraft:block/smooth_sandstone_stairs_inner;minecraft:block/smooth_sandstone_stairs_outer,block;inner_stairs;outer_stairs;stairs,minecraft:block/sandstone_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:smooth_stone,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#A0A0A0,160,160,160,1.000,down=#A0A0A0;up=#A0A0A0;north=#A0A0A0;south=#A0A0A0;west=#A0A0A0;east=#A0A0A0,,none,stone;neutral,1,1,no,minecraft:block/smooth_stone,block;cube;cube_all,minecraft:block/smooth_stone,medium,
minecraft:smooth_stone_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#A5A5A5,165,165,165,1.000,,,none,stone;architectural_shape;neutral,3,3,no,minecraft:block/smooth_stone_slab;minecraft:block/smooth_stone_slab_double;minecraft:block/smooth_stone_slab_top,block;cube;cube_column;slab;slab_top,minecraft:block/smooth_stone;minecraft:block/smooth_stone_slab_side,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:sniffer_egg,irregular_self_supporting,irregular_model,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Cluster geometry: count-like states add multiple small rounded/cuboid objects on the floor footprint. More items increase visual density while leaving the block mostly empty.",#685739,104,87,57,1.000,,,none,,3,3,no,minecraft:block/sniffer_egg_not_cracked;minecraft:block/sniffer_egg_slightly_cracked;minecraft:block/sniffer_egg_very_cracked,sniffer_egg,minecraft:block/sniffer_egg_not_cracked_bottom;minecraft:block/sniffer_egg_not_cracked_east;minecraft:block/sniffer_egg_not_cracked_north;minecraft:block/sniffer_egg_not_cracked_south;minecraft:block/sniffer_egg_not_cracked_top;minecraft:block/sniffer_egg_not_cracked_west;minecraft:block/sniffer_egg_slightly_cracked_bottom;minecraft:block/sniffer_egg_slightly_cracked_east;minecraft:block/sniffer_egg_slightly_cracked_north;minecraft:block/sniffer_egg_slightly_cracked_south;minecraft:block/sniffer_egg_slightly_cracked_top;minecraft:block/sniffer_egg_slightly_cracked_west;minecraft:block/sniffer_egg_very_cracked_bottom;minecraft:block/sniffer_egg_very_cracked_east;minecraft:block/sniffer_egg_very_cracked_north;minecraft:block/sniffer_egg_very_cracked_south;minecraft:block/sniffer_egg_very_cracked_top;minecraft:block/sniffer_egg_very_cracked_west,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:snow,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/snow_height2 -> 1 element: [0,0,0]-[1,0.125,1] | minecraft:block/snow_height4 -> 1 element: [0,0,0]-[1,0.25,1] | minecraft:block/snow_height6 -> 1 element: [0,0,0]-[1,0.375,1]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#F9FEFE,249,254,254,1.000,,,none,light;neutral,8,8,no,minecraft:block/snow_block;minecraft:block/snow_height10;minecraft:block/snow_height12;minecraft:block/snow_height14;minecraft:block/snow_height2;minecraft:block/snow_height4;minecraft:block/snow_height6;minecraft:block/snow_height8,block;cube;cube_all;thin_block,minecraft:block/snow,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:snow_block,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#F9FEFE,249,254,254,1.000,down=#F9FEFE;up=#F9FEFE;north=#F9FEFE;south=#F9FEFE;west=#F9FEFE;east=#F9FEFE,,none,light;neutral,1,1,no,minecraft:block/snow_block,block;cube;cube_all,minecraft:block/snow,medium,
minecraft:soul_campfire,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/campfire_off -> 5 elements: [0.0625,0,0]-[0.3125,0.25,1] + [0,0.1875,0.6875]-[1,0.4375,0.9375] + [0.6875,0,0]-[0.9375,0.25,1] + [0,0.1875,0.0625]-[1,0.4375,0.3125] + [0.3125,0,0]-[0.6875,0.0625,1] | minecraft:block/soul_campfire -> 7 elements: [0.0625,0,0]-[0.3125,0.25,1] + [0,0.1875,0.6875]-[1,0.4375,0.9375] + [0.6875,0,0]-[0.9375,0.25,1] + [0,0.1875,0.0625]-[1,0.4375,0.3125] + [0.3125,0,0]-[0.6875,0.0625,1] + [0.05,0.0625,0.5]-[0.95,1.0625,0.5] plus 1 more cuboids/planes. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#778678,119,134,120,1.000,,,none,neutral,2,8,yes,minecraft:block/campfire_off;minecraft:block/soul_campfire,block;template_campfire,minecraft:block/campfire_log;minecraft:block/soul_campfire_fire;minecraft:block/soul_campfire_log_lit,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:soul_fire,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/soul_fire_floor0 -> 4 elements: [0,0,0.55]-[1,1.4,0.55] + [0,0,0.45]-[1,1.4,0.45] + [0.55,0,0]-[0.55,1.4,1] + [0.45,0,0]-[0.45,1.4,1] | minecraft:block/soul_fire_side0 -> 1 element: [0,0,0.0006]-[1,1.4,0.0006]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#6FC7CB,111,199,203,1.000,,,none,,6,18,yes,minecraft:block/soul_fire_floor0;minecraft:block/soul_fire_floor1;minecraft:block/soul_fire_side0;minecraft:block/soul_fire_side1;minecraft:block/soul_fire_side_alt0;minecraft:block/soul_fire_side_alt1,template_fire_floor;template_fire_side;template_fire_side_alt,minecraft:block/soul_fire_0;minecraft:block/soul_fire_1,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:soul_lantern,irregular_self_supporting,hanging_or_floor_lantern,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Lantern geometry is a compact cage-like light body with a small handle. hanging=false places it on the floor; hanging=true suspends it from the ceiling with the body lower in the voxel.",#58828C,88,130,140,1.000,,,none,light_source,2,2,no,minecraft:block/soul_lantern;minecraft:block/soul_lantern_hanging,block;template_hanging_lantern;template_lantern,minecraft:block/soul_lantern,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:soul_sand,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#544135,84,65,53,1.000,down=#544135;up=#544135;north=#544135;south=#544135;west=#544135;east=#544135,,none,,1,1,no,minecraft:block/soul_sand,block;cube;cube_all,minecraft:block/soul_sand,medium,
minecraft:soul_soil,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#4E3B30,78,59,48,1.000,down=#4E3B30;up=#4E3B30;north=#4E3B30;south=#4E3B30;west=#4E3B30;east=#4E3B30,,none,,1,1,no,minecraft:block/soul_soil,block;cube;cube_all,minecraft:block/soul_soil,medium,
minecraft:soul_torch,irregular_dependent,torch_rod,dependent_on_support_or_counterpart,Irregular slim torch/rod geometry; floor or wall attachment depends on block state.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Torch-like rod geometry: floor variants use a slim vertical cuboid roughly [0.4375,0,0.4375]-[0.5625,0.625,0.5625]. Wall variants rotate/tilt this slim rod against the selected wall face, so the support face determines the attachment side.",#7D8B7F,125,139,127,1.000,,,none,light_source;neutral,1,1,no,minecraft:block/soul_torch,template_torch,minecraft:block/soul_torch,medium,
minecraft:soul_wall_torch,irregular_dependent,torch_rod,dependent_on_support_or_counterpart,Irregular slim torch/rod geometry; floor or wall attachment depends on block state.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Torch-like rod geometry: floor variants use a slim vertical cuboid roughly [0.4375,0,0.4375]-[0.5625,0.625,0.5625]. Wall variants rotate/tilt this slim rod against the selected wall face, so the support face determines the attachment side.",#7D8B7F,125,139,127,1.000,,,none,light_source;neutral,1,4,yes,minecraft:block/soul_wall_torch,template_torch_wall,minecraft:block/soul_torch,medium,
minecraft:spawner,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#283444,40,52,68,1.000,down=#283444;up=#283444;north=#283444;south=#283444;west=#283444;east=#283444,,none,dark,1,1,no,minecraft:block/spawner,block;cube;cube_all;cube_all_inner_faces,minecraft:block/spawner,medium,
minecraft:sponge,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#C5C24B,197,194,75,1.000,down=#C5C24B;up=#C5C24B;north=#C5C24B;south=#C5C24B;west=#C5C24B;east=#C5C24B,,none,,1,1,no,minecraft:block/sponge,block;cube;cube_all,minecraft:block/sponge,medium,
minecraft:spore_blossom,irregular_self_supporting,irregular_model,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/spore_blossom -> 5 elements: [0.0625,0.9938,0.0625]-[0.9375,0.9938,0.9375] + [0.5,0.9813,0]-[1.5,0.9813,1] + [-0.5,0.9813,0]-[0.5,0.9813,1] + [0,0.9813,0.5]-[1,0.9813,1.5] + [0,0.9813,-0.5]-[1,0.9813,0.5]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#C96E99,201,110,153,1.000,,,none,ore,1,1,no,minecraft:block/spore_blossom,block,minecraft:block/spore_blossom;minecraft:block/spore_blossom_base,medium,
minecraft:spruce_button,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Button geometry is a small face-mounted cuboid. face/facing chooses the support face and orientation; powered=true uses a thinner pressed protrusion, while powered=false protrudes farther from the support surface.",#735531,115,85,49,1.000,,,none,,2,24,yes,minecraft:block/spruce_button;minecraft:block/spruce_button_pressed,button;button_pressed,minecraft:block/spruce_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:spruce_door,irregular_dependent,hinged_panel,dependent_on_support_or_counterpart,"Irregular thin hinged panel; open/closed, half, hinge, or facing changes by state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Door-like geometry is a thin vertical panel about 0.1875 blocks thick and one block tall per half. half=lower/upper selects the lower or upper block of the two-block door. facing chooses the panel orientation, hinge selects the pivot side, and open=true rotates the panel around that hinge.",#6F5536,111,85,54,1.000,,,none,,8,32,yes,minecraft:block/spruce_door_bottom_left;minecraft:block/spruce_door_bottom_left_open;minecraft:block/spruce_door_bottom_right;minecraft:block/spruce_door_bottom_right_open;minecraft:block/spruce_door_top_left;minecraft:block/spruce_door_top_left_open;minecraft:block/spruce_door_top_right;minecraft:block/spruce_door_top_right_open,door_bottom_left;door_bottom_left_open;door_bottom_right;door_bottom_right_open;door_top_left;door_top_left_open;door_top_right;door_top_right_open,minecraft:block/spruce_door_bottom;minecraft:block/spruce_door_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:spruce_fence,thin_wall,fence,self_supporting_geometry,"Narrow multipart connector: thin post, pane, bar, fence, or gate segments.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Fence geometry is multipart. The center post is [0.375,0,0.375]-[0.625,1,0.625]. Each north/east/south/west=true connector adds two narrow horizontal rails from the post toward that face: lower rail around y=0.375..0.5625 and upper rail around y=0.75..0.9375, with a 0.125-thick cross-section. false leaves that side open.",#735531,115,85,49,1.000,,,none,architectural_shape,2,5,yes,minecraft:block/spruce_fence_post;minecraft:block/spruce_fence_side,fence_post;fence_side,minecraft:block/spruce_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:spruce_fence_gate,thin_wall,fence_gate,self_supporting_geometry,"Narrow multipart connector: thin post, pane, bar, fence, or gate segments.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Fence gate geometry is a pair of narrow side posts plus two hinged gate leaves. open=false places the leaves across the center line as a thin barrier; open=true swings the leaves back against the side posts. facing rotates the gate axis. in_wall=true lowers the posts and rails to align with coarse wall height, using the same narrow footprints but shifted downward.",#735531,115,85,49,1.000,,,none,architectural_shape,4,16,yes,minecraft:block/spruce_fence_gate;minecraft:block/spruce_fence_gate_open;minecraft:block/spruce_fence_gate_wall;minecraft:block/spruce_fence_gate_wall_open,block;template_fence_gate;template_fence_gate_open;template_fence_gate_wall;template_fence_gate_wall_open,minecraft:block/spruce_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:spruce_hanging_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/spruce_hanging_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:spruce_leaves,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#3D5818,61,88,24,1.000,down=#3D5818;up=#3D5818;north=#3D5818;south=#3D5818;west=#3D5818;east=#3D5818,,plains_foliage,vegetation,1,1,no,minecraft:block/spruce_leaves,block;leaves,minecraft:block/spruce_leaves,medium,Tinted textures use the plains biome approximation for color averaging.
minecraft:spruce_log,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#513A20,81,58,32,1.000,down=#6F5230;up=#6F5230;north=#3C2712;south=#3C2712;west=#3C2712;east=#3C2712,down=#6F5230;up=#6F5230,none,wood,2,3,yes,minecraft:block/spruce_log;minecraft:block/spruce_log_horizontal,block;cube;cube_column;cube_column_horizontal,minecraft:block/spruce_log;minecraft:block/spruce_log_top,medium,Average color is computed across the visible model variants referenced by this block.
